Experience,157,2
71,206
72,206
73,206
74,205
75,205
76,204
77,203
78,202
79,201
80,200
81,199
82,198
83,197
84,196
85,196
86,196
87,196
88,196
89,196
90,196
91,196
92,196
93,196
94,196
95,196
96,196
97,196
98,196
99,195
100,195
101,195
102,195
103,195
104,195
105,195
106,195
107,195
108,195
109,195
110,195
111,195
112,195
113,195
114,195
115,195
116,195
117,195
118,195
119,195
120,195
121,195
122,195
123,195
124,195
125,195
126,195
127,195
128,195
129,195
130,195
131,195
132,195
133,195
134,195
135,195
136,195
137,195
138,195
139,195
140,194
141,194
142,194
143,194
144,194
145,194
146,194
147,194
148,194
149,194
150,194
151,194
152,194
153,194
154,194
155,194
156,194
157,194
158,194
159,194
160,194
161,194
162,194
163,194
164,194
165,194
166,194
167,194
168,194
169,194
170,194
171,194
172,194
173,194
174,194
175,194
176,193
177,192
178,191
179,190
180,189
181,188
181,187
181,186
181,185
181,184
181,183
181,182
181,181
181,180
181,179
181,178
181,177
182,176
183,175
184,174
185,173
186,172
187,171
188,170
189,169
190,168
191,167
192,166
193,165
194,164
195,163
196,162
197,161
198,160
199,159
200,158
201,157
202,156
203,155
204,154
205,153
206,152
207,151
208,150
209,149
210,148
211,147
211,146
212,145
212,144
213,143
213,142
