Experience,110,2
51,61
51,60
52,59
53,58
54,57
55,56
56,56
57,56
58,55
59,54
60,53
61,52
62,51
63,50
64,50
65,50
66,50
67,50
68,50
69,50
70,50
71,50
72,50
73,50
74,50
75,50
76,50
77,50
78,49
79,49
80,49
81,49
82,49
83,49
84,49
85,49
86,49
87,49
88,49
89,49
90,49
91,49
92,48
93,47
94,46
95,45
96,44
96,43
96,42
95,41
94,41
93,41
92,41
91,41
90,41
89,41
88,41
87,41
86,41
85,41
84,41
83,41
82,41
81,41
80,41
79,41
78,41
77,41
76,41
75,41
74,41
73,41
72,41
71,41
70,41
69,41
68,41
67,41
66,41
65,41
64,41
63,41
62,41
61,41
60,41
59,41
58,41
57,41
56,41
55,41
54,41
53,41
52,41
51,41
50,41
49,41
48,41
47,42
46,43
45,44
44,45
43,46
42,47
41,48
40,49
39,50
38,51
38,52
37,53
37,54
