Experience,79,2
133,72
132,71
131,71
130,70
129,69
128,68
127,67
126,66
125,65
124,64
123,63
122,63
121,63
120,63
119,63
118,63
117,63
116,63
115,63
114,63
113,63
112,63
111,63
110,63
109,62
108,61
107,60
106,59
105,59
104,59
103,59
102,58
101,57
100,56
99,55
98,54
97,53
97,52
97,51
97,50
97,49
97,48
97,47
97,46
97,45
97,44
97,43
97,42
97,41
97,40
97,39
97,38
97,37
97,36
97,35
97,34
96,33
95,32
94,31
93,30
92,29
91,28
90,27
89,26
88,25
87,24
86,23
85,22
84,21
83,20
82,19
81,18
80,17
79,16
78,15
77,14
77,13
76,12
76,11
