Experience,181,2
248,269
247,269
246,269
245,269
244,268
243,267
242,266
241,265
240,264
239,263
238,262
237,261
236,260
235,259
234,259
233,259
232,259
231,259
230,259
229,259
228,259
227,259
226,259
225,258
224,257
223,257
222,257
221,257
220,257
219,257
218,257
217,257
216,257
215,257
214,257
213,257
212,257
211,257
210,257
209,257
208,257
207,257
206,257
205,257
204,257
203,257
202,257
201,257
200,257
199,257
198,257
197,257
196,257
195,257
194,257
193,257
192,257
191,257
190,257
189,257
188,257
187,257
186,257
185,257
184,257
183,257
182,257
181,257
180,257
179,257
178,257
177,257
176,258
175,258
174,258
173,258
172,258
171,258
170,258
169,258
168,258
167,258
166,258
165,258
164,258
163,258
162,258
161,258
160,257
159,256
158,255
157,254
156,253
155,252
154,251
153,250
152,249
151,248
150,247
149,246
148,245
147,244
147,243
147,242
147,241
147,240
147,239
147,238
147,237
147,236
147,235
147,234
147,233
147,232
147,231
147,230
147,229
146,228
145,227
144,226
143,225
142,224
141,223
140,222
139,221
138,220
137,219
136,218
135,217
134,216
133,215
132,214
131,213
130,212
129,211
129,210
128,209
127,209
126,209
125,209
124,209
123,209
122,209
121,209
120,209
119,209
118,209
117,209
116,209
115,209
114,209
113,209
112,209
111,209
110,209
109,209
108,209
107,209
106,209
105,209
104,209
103,209
102,209
101,209
100,209
99,209
98,209
97,209
96,209
95,209
94,209
93,208
92,208
91,207
90,207
89,206
88,206
87,205
86,205
85,204
84,204
