Experience,193,2
42,101
43,101
44,101
45,101
46,100
47,99
48,99
49,99
50,99
51,98
52,99
53,100
54,101
55,102
56,103
57,104
58,105
59,106
60,107
61,108
62,109
63,110
64,111
65,112
66,113
67,114
68,115
69,116
70,117
71,118
72,119
73,120
74,121
75,122
76,123
77,124
78,125
79,126
80,127
81,128
82,129
83,130
84,131
85,132
86,133
87,134
88,134
89,134
90,134
91,134
92,134
93,134
94,134
95,134
96,134
97,134
98,134
99,134
100,134
101,134
102,134
103,134
104,134
105,134
106,134
107,134
108,134
109,134
110,134
111,134
112,134
113,134
114,134
115,134
116,134
117,134
118,134
119,134
120,134
121,134
122,134
123,134
124,134
125,134
126,134
127,134
128,134
129,134
130,134
131,134
132,134
133,134
134,134
135,134
136,134
137,134
138,134
139,134
140,134
141,134
142,134
143,134
144,134
145,134
146,134
147,134
148,134
149,134
150,134
151,134
152,134
153,134
154,135
155,136
156,137
157,138
158,139
159,140
160,141
161,142
162,143
163,144
164,145
165,146
166,147
167,148
168,149
169,150
170,151
171,152
172,153
173,154
174,155
175,156
176,157
177,158
178,159
179,160
180,161
181,162
182,163
183,164
184,165
185,166
186,167
187,168
188,169
189,170
190,171
191,172
192,173
193,174
194,175
195,176
196,177
197,178
198,179
199,180
200,181
201,182
202,183
203,184
204,185
205,186
206,187
207,188
208,189
209,190
210,191
211,192
212,193
213,194
214,195
215,196
216,197
217,198
218,199
219,200
220,201
221,202
222,203
223,204
224,205
225,206
226,207
227,208
228,208
229,209
230,209
231,210
232,210
233,211
234,211
