Experience,180,2
43,157
43,158
43,159
43,160
44,161
45,162
46,163
47,164
48,165
49,166
50,166
51,166
52,166
53,167
54,167
55,167
56,167
57,167
58,167
59,167
60,167
61,167
62,167
63,167
64,166
65,165
66,165
67,164
68,163
69,162
70,161
71,160
72,159
73,158
74,157
75,156
76,155
77,154
78,153
79,152
80,151
81,150
82,150
83,150
84,150
85,150
86,150
87,150
88,150
89,150
90,150
91,150
92,150
93,150
94,150
95,150
96,149
96,148
96,147
96,146
96,145
96,144
96,143
96,142
96,141
96,140
96,139
96,138
96,137
96,136
97,135
97,134
97,133
97,132
97,131
97,130
97,129
97,128
97,127
97,126
97,125
97,124
97,123
97,122
97,121
97,120
97,119
97,118
97,117
97,116
97,115
97,114
97,113
97,112
97,111
97,110
97,109
97,108
97,107
97,106
97,105
97,104
97,103
97,102
97,101
97,100
97,99
97,98
97,97
97,96
97,95
97,94
97,93
97,92
97,91
97,90
97,89
97,88
97,87
96,86
95,85
94,84
93,83
92,82
91,81
90,80
89,79
88,78
87,77
86,76
85,75
84,74
83,73
82,72
81,71
80,70
79,69
78,68
77,67
76,66
75,65
74,64
73,63
72,62
71,61
70,60
69,59
68,58
67,57
66,57
65,56
64,56
63,55
62,55
61,54
60,54
59,53
58,53
57,53
56,52
55,52
54,51
53,51
52,50
51,50
50,49
49,49
48,48
47,48
46,48
45,47
44,47
43,46
42,46
41,45
40,45
39,44
38,44
37,43
36,43
