31	24
24	22
28	23
16	28
7	18
5	8
12	28
25	28
17	11
0	3
28	14
17	20
31	23
24	0
7	25
29	4
18	8
28	17
3	24
11	21
8	28
7	10
19	10
26	6
25	19
31	4
19	23
14	25
23	22
23	9
23	15
25	2
8	23
30	15
13	9
0	23
19	11
14	24
13	26
28	27
6	2
12	26
23	23
3	22
16	26
17	26
28	7
10	25
30	2
16	11
13	4
11	14
25	13
21	25
27	17
20	21
31	7
17	30
27	10
21	28
1	18
25	9
22	12
14	9
20	5
11	26
23	8
29	10
14	28
20	25
14	30
23	28
3	2
8	14
24	15
30	8
14	7
27	22
4	19
27	3
2	13
19	17
14	12
17	31
25	0
22	24
29	16
10	22
17	6
23	31
2	20
29	11
2	3
16	17
24	6
1	22
27	25
5	31
14	17
2	21
11	31
8	5
26	27
9	28
20	8
4	4
11	22
4	26
29	31
31	12
2	24
28	16
3	21
30	6
26	4
18	12
9	4
0	0
3	7
12	4
8	6
11	17
5	6
17	3
31	3
7	24
29	0
9	2
3	17
27	8
11	20
8	22
11	8
24	11
1	15
0	12
24	5
4	29
7	5
3	0
31	10
12	1
27	15
12	21
23	19
6	20
19	0
6	10
20	20
15	1
16	3
12	14
21	9
16	30
16	15
16	22
6	23
16	4
1	14
2	6
18	2
27	19
26	11
17	25
0	21
9	15
15	26
31	15
7	16
25	27
10	1
14	21
30	19
21	12
6	3
15	11
12	8
10	8
16	21
9	3
7	28
9	0
14	18
6	25
17	18
1	16
12	7
26	18
21	8
6	28
14	23
12	6
20	31
23	1
9	9
6	29
23	6
3	23
6	26
23	10
26	1
19	3
21	14
21	6
3	16
10	15
28	19
11	9
5	1
30	14
31	13
16	10
4	10
18	6
0	13
1	11
16	12
5	2
5	28
4	11
25	7
9	25
20	24
4	24
19	19
20	0
15	18
7	29
30	3
28	5
31	21
21	16
1	27
7	8
26	9
4	23
3	12
5	5
7	11
6	24
2	5
5	0
5	20
1	24
15	19
24	31
7	17
6	27
28	3
0	20
25	10
2	28
24	7
23	3
31	14
20	18
17	1
9	14
27	12
10	10
12	19
28	22
11	12
27	31
29	14
11	0
24	3
12	9
7	15
22	3
25	31
5	21
2	31
13	11
7	4
5	10
28	20
29	9
4	18
26	20
6	22
15	20
25	26
17	22
10	5
23	4
3	15
10	27
16	1
18	1
13	22
7	12
5	18
1	9
22	0
8	16
28	30
18	29
3	19
19	25
18	25
2	25
7	2
26	5
3	6
9	23
22	8
9	31
7	6
9	29
21	4
30	4
21	17
21	11
17	17
26	15
13	13
1	21
2	7
22	4
10	23
17	27
13	6
18	28
9	18
22	1
8	29
9	27
19	12
9	24
24	25
21	18
15	6
6	9
0	11
18	9
6	0
18	5
23	5
28	12
26	0
22	27
14	14
4	31
28	13
20	22
16	16
11	29
9	20
15	21
10	2
1	3
27	13
18	20
8	19
22	29
6	17
0	5
16	20
5	26
3	10
30	31
11	1
25	11
16	5
18	16
4	2
13	7
30	1
16	31
8	31
15	14
15	8
28	26
14	8
19	27
8	13
17	28
24	12
14	16
20	1
29	12
8	4
27	2
9	1
4	13
6	7
5	30
19	31
13	8
3	8
0	15
10	13
19	20
14	0
7	0
5	12
1	2
1	1
10	3
10	14
0	14
25	21
30	24
21	15
10	21
23	26
3	5
16	18
